meta_score,title,platform,date,user_score,esrb_rating,developers,genres
55,Pokemon Channel,GC,12/1/2003,6.2,E,Ambrella,"Adventure, First-Person, Fantasy"
87,Mario Kart: Double Dash!!,GC,11/17/2003,8.6,E,Nintendo,"Driving, Racing, Kart"
90,Mario & Luigi: Superstar Saga,GBA,11/17/2003,8.9,E,Alphadream Corporation,"Role-Playing, Console-style RPG"
95,The Legend of Zelda Collectors Edition,GC,11/17/2003,9,E,Nintendo,"Action Adventure, Fantasy"
69,Mario Party 5,GC,11/10/2003,8,E,Hudson,"Miscellaneous, Party"
88,Fire Emblem,GBA,11/3/2003,9.1,E,Intelligent Systems,"Strategy, Turn-Based, Fantasy"
78,Top Gear Rally,GBA,10/28/2003,7.6,E,Tantalus,"Driving, Racing, Rally / Offroad"
94,Super Mario Advance 4: Super Mario Bros. 3,GBA,10/21/2003,8.9,E,Nintendo,"Action, Platformer, 2D"
61,Kirby Air Ride,GC,10/13/2003,8.2,E,HAL Labs,"Driving, Racing, Kart"
87,Final Fantasy Tactics Advance,GBA,9/8/2003,9.1,E,Square Enix,"Strategy, Turn-Based, Fantasy"
89,F-Zero GX,GC,8/26/2003,8.7,T,Amusement Vision,"Driving, Racing, Futuristic"
81,Pokemon Pinball: Ruby & Sapphire,GBA,8/26/2003,7.7,E,Jupiter Corporation,"Miscellaneous, Parlor, Pinball"
81,Mario Golf: Toadstool Tour,GC,7/29/2003,8.1,E,Camelot Software Planning,"Sports, Traditional, Golf, Arcade"
71,Wario World,GC,6/24/2003,7.5,E,Treasure,"Action, Platformer, 3D"
89,Advance Wars 2: Black Hole Rising,GBA,6/24/2003,8.8,E,Intelligent Systems,"Strategy, Turn-Based, Sci-Fi"
78,Donkey Kong Country,GBA,6/9/2003,8.8,E,Rare Ltd.,"Action, Platformer, 2D"
89,"WarioWare, Inc.: Mega Microgame$!",GBA,5/21/2003,8.7,E,Nintendo,"Miscellaneous, Puzzle, General"
86,Golden Sun: The Lost Age,GBA,4/14/2003,9,E,Camelot Software Planning,"Role-Playing, Console-style RPG"
72,Hamtaro: Ham Ham Heartbreak,GBA,4/8/2003,8.8,E,Pax Softonica,"Action, General"
96,The Legend of Zelda: The Wind Waker,GC,3/24/2003,9,E,Nintendo,"Action Adventure, Fantasy"
82,Pokemon Ruby Version,GBA,3/18/2003,8.6,E,Game Freak,"Role-Playing, Console-style RPG"
91,The Legend of Zelda: Ocarina of Time / Master Quest,GC,2/28/2003,8.9,E,Nintendo,"Action Adventure, Fantasy"
95,The Legend of Zelda: A Link to the Past,GBA,12/3/2002,9,E,Capcom,"Action Adventure, Fantasy"
81,Kirby: Nightmare in Dream Land,GBA,12/2/2002,8.6,E,HAL Labs,"Action, Platformer, 2D"
97,Metroid Prime,GC,11/17/2002,9.2,T,Retro Studios,"Action, Shooter, First-Person, Sci-Fi"
92,Metroid Fusion,GBA,11/17/2002,9,E,Nintendo,"Action Adventure, Sci-Fi"
71,Cubivore: Survival of the Fittest,GC,11/5/2002,8.4,E,Nintendo,"Miscellaneous, Puzzle, General"
71,Game & Watch Gallery 4,GBA,10/28/2002,8.1,E,Nintendo,"Miscellaneous, Compilation"
70,Mario Party 4,GC,10/21/2002,7.6,,,
91,Yoshis Island: Super Mario Advance 3,GBA,9/24/2002,8.9,E,Nintendo,"Action, Platformer, 2D"
82,Star Fox Adventures,GC,9/22/2002,7.9,,,
87,Animal Crossing,GC,9/15/2002,8.8,E,Nintendo,"Miscellaneous, Virtual Life"
92,Super Mario Sunshine,GC,8/25/2002,8.5,E,Nintendo,"Action, Platformer, 3D"
50,Disneys Magical Mirror Starring Mickey Mouse,GC,8/13/2002,7.8,E,Capcom,"Adventure, Third-Person, Fantasy"
70,Disneys Magical Quest,GBA,8/13/2002,,E,Sun-Tec,"Action, Platformer, 2D"
92,Eternal Darkness: Sanitys Requiem,GC,6/23/2002,8.7,M,Silicon Knights,"Action Adventure, Horror"
92,Super Mario World: Super Mario Advance 2,GBA,2/9/2002,9,E,Nintendo,"Action, Platformer, 2D"
71,NBA Courtside 2002,GC,1/13/2002,7.3,E,Left Field Productions,"Sports, Traditional, Basketball, Sim"
92,Super Smash Bros. Melee,GC,12/2/2001,9.1,T,HAL Labs,"Action, Fighting, 3D"
89,Pikmin,GC,12/2/2001,8.7,E,Nintendo,"Strategy, Real-Time, Fantasy"
88,Wario Land 4,GBA,11/18/2001,8.6,E,Nintendo,"Action, Platformer, 2D"
80,Wave Race: Blue Storm,GC,11/17/2001,7.9,E,Nintendo,"Driving, Racing, Snow / Water"
78,Luigis Mansion,GC,11/17/2001,8.6,E,Nintendo,"Action Adventure, Fantasy"
91,Golden Sun,GBA,11/11/2001,9,E,Camelot Software Planning,"Role-Playing, Console-style RPG"
92,Advance Wars,GBA,9/9/2001,8.9,E,Intelligent Systems,"Strategy, Turn-Based, Modern"
93,Mario Kart Super Circuit,GBA,8/26/2001,7.9,E,Intelligent Systems,"Driving, Racing, Kart"
86,F-Zero: Maximum Velocity,GBA,6/12/2001,7.7,E,Nd Cube,"Driving, Racing, Futuristic"
84,Super Mario Advance,GBA,6/10/2001,7.3,E,Nintendo,"Action, Platformer, 2D"
74,Mario Party 3,N64,5/6/2001,8.1,E,Hudson,"Miscellaneous, Party"
71,Dr. Mario 64,N64,4/8/2001,7.5,E,Newcom,"Miscellaneous, Puzzle, Matching"
78,Pokemon Stadium 2,N64,3/28/2001,8.3,E,HAL Labs,"Strategy, General"
93,Paper Mario,N64,2/5/2001,9,E,Intelligent Systems,"Role-Playing, Console-style RPG"
90,Banjo-Tooie,N64,11/19/2000,8.8,E,Rare Ltd.,"Action, Platformer, 3D"
71,Mickeys Speedway USA,N64,11/13/2000,7.2,E,Rare Ltd.,"Driving, Racing, Kart"
57,"Hey You, Pikachu!",N64,11/5/2000,6.4,E,Ambrella,"Adventure, General"
95,The Legend of Zelda: Majoras Mask,N64,10/25/2000,9.2,E,Nintendo,"Action Adventure, Fantasy"
81,Pokemon Puzzle League,N64,9/1/2000,8.5,E,Nintendo,"Miscellaneous, Puzzle, Matching"
91,Mario Tennis,N64,8/28/2000,8.8,E,Camelot Software Planning,"Sports, Traditional, Tennis"
77,Kirby 64: The Crystal Shards,N64,6/26/2000,8.3,,,
80,Starcraft 64,N64,6/13/2000,8.2,T,Mass Media,"Strategy, Real-Time, Sci-Fi"
97,Perfect Dark,N64,5/22/2000,8.9,M,Rare Ltd.,"Action, Shooter, First-Person, Sci-Fi"
88,Excitebike 64,N64,4/30/2000,8.1,E,Left Field Productions,"Driving, Racing, Motorcycle, Motocross"
82,Ridge Racer 64,N64,2/14/2000,8.3,E,Nintendo,"Driving, Racing, Arcade"
91,Mario Golf,N64,6/30/1999,8,E,Camelot Software Planning,"Sports, Traditional, Golf, Arcade"
77,Pokemon Snap,N64,6/30/1999,7.5,E,Hal,"Action, General"
79,Super Smash Bros.,N64,4/26/1999,8.7,E,HAL Labs,"Action, Fighting, 3D"
79,Mario Party,N64,2/8/1999,8.1,E,Hudson,"Miscellaneous, Party"
99,The Legend of Zelda: Ocarina of Time,N64,11/23/1998,9.1,E,Nintendo,"Action Adventure, Fantasy"
85,F-Zero X,N64,9/30/1998,8.7,E,Nintendo,"Driving, Racing, Futuristic"
92,Banjo-Kazooie,N64,5/31/1998,9.1,E,Rare Ltd.,"Action, Platformer, 3D"
65,Yoshis Story,N64,3/1/1998,7.5,E,Nintendo,"Action, Platformer, 2D"
88,Diddy Kong Racing,N64,11/24/1997,8.5,E,Rare Ltd.,"Driving, Racing, Kart"
96,GoldenEye 007,N64,8/25/1997,9,T,Rare Ltd.,"Action, Shooter, First-Person, Modern"
88,Star Fox 64,N64,7/1/1997,8.9,E,Nintendo,"Action, Shooter, Rail"
90,Blast Corps,N64,2/28/1997,8.4,E,Rare Ltd.,"Action, General"
83,Mario Kart 64,N64,2/10/1997,8.6,E,Nintendo,"Driving, Racing, Kart"
92,Wave Race 64,N64,11/1/1996,8.3,E,Nintendo,"Driving, Racing, Snow / Water"
80,Pilotwings 64,N64,9/29/1996,8,E,Paradigm Entertainment,"Simulation, General"
94,Super Mario 64,N64,9/26/1996,9.2,E,Nintendo,"Action, Platformer, 3D"
